2020-07-19 14:26:30-0600 logd_helper[3202]: Failed to chown "/Users/jflow/env/dot/UserData/Previews/Simulator Devices/78BB6FC9-8CF4-4686-A09C-03AAA9E1ECB7/data/var/db/diagnostics", error 1
2020-07-19 14:26:30-0600 logd_helper[3202]: Migrating: "/Users/jflow/env/dot/UserData/Previews/Simulator Devices/78BB6FC9-8CF4-4686-A09C-03AAA9E1ECB7/data/var/db/diagnostics/timesync"
2020-07-19 14:26:30-0600 logd_helper[3202]: Failed to chown "/Users/jflow/env/dot/UserData/Previews/Simulator Devices/78BB6FC9-8CF4-4686-A09C-03AAA9E1ECB7/data/var/db/diagnostics/timesync", error 1
2020-07-19 14:26:30-0600 logd_helper[3202]: Migrating: "/Users/jflow/env/dot/UserData/Previews/Simulator Devices/78BB6FC9-8CF4-4686-A09C-03AAA9E1ECB7/data/var/db/uuidtext"
2020-07-19 14:26:30-0600 logd_helper[3202]: Failed to chown "/Users/jflow/env/dot/UserData/Previews/Simulator Devices/78BB6FC9-8CF4-4686-A09C-03AAA9E1ECB7/data/var/db/uuidtext", error 1
2020-07-19 14:26:30-0600 logd_helper[3202]: Migrating: "/Users/jflow/env/dot/UserData/Previews/Simulator Devices/78BB6FC9-8CF4-4686-A09C-03AAA9E1ECB7/data/var/db/diagnostics"
2020-07-19 14:26:30-0600 logd_helper[3202]: Failed to chown "/Users/jflow/env/dot/UserData/Previews/Simulator Devices/78BB6FC9-8CF4-4686-A09C-03AAA9E1ECB7/data/var/db/diagnostics/logd.0.log", error 1
2020-07-19 14:26:30-0600 logd_helper[3202]: Failed to chown "/Users/jflow/env/dot/UserData/Previews/Simulator Devices/78BB6FC9-8CF4-4686-A09C-03AAA9E1ECB7/data/var/db/diagnostics/timesync", error 1
2020-07-19 14:26:30-0600 logd_helper[3202]: Failed to chown "/Users/jflow/env/dot/UserData/Previews/Simulator Devices/78BB6FC9-8CF4-4686-A09C-03AAA9E1ECB7/data/var/db/diagnostics", error 1
2020-07-19 14:26:30-0600 logd[3182]: Failed to set IOPOL_VFS_TRIGGER_RESOLVE_OFF
2020-07-19 14:26:30-0600 logd[3182]: libtrace_kic=0
2020-07-19 14:26:30-0600 logd[3182]: _read_kernel_uuid calling _logd_uuiddb_harvest_kernel for 54F1A78D-6F41-32BD-BFED-4381F9F6E2EF
2020-07-19 14:26:30-0600 logd[3182]: assertion failed: 19F101 18A5319g: logd + 65237 [E4E57BEE-E1F1-3BC1-93AF-A079BBA23FCF]: 0x2
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:30-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 16714 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
2020-07-19 14:26:31-0600 logd_helper[3202]: assertion failed: 19F101 18A5319g: logd_helper + 17210 [09C6E86F-6732-374D-B460-AA0ADC239DA1]: 0x1
